sentence1,label
"@jairbolsonaro Por favor nos ajude a Pizza Pimentel aqui em MG é o maior cabide de empregos do meu estado, minha mãe coitada nem cheiro 13 s",0
RT @ninadeabreuc: Shopping que cobrar estacionamento em BH vai pagar multa de R$ 15 mil - Economia - Estado de Minas https://t.co/X0EPvVhxgk,1
Pimentel vai buscar filho em festa de réveillon com helicóptero do governo de... https://t.co/RrJs8TksDS by #Ary_AntiPT via @c0nvey,0
"RT @PandaRcds: O PT SÓ CONHECE A VIDA DE MARAJÁ,MESMO O ESTADO DE MINAS GERAIS  ESTAR QUEBRADO!!! https://t.co/9khsHsdWx5",0
Detalhe: O governador petista de MG decretou estado de calamidade financeira!!! https://t.co/LS7eDhGG5F,0
Governo anuncia ensino integral em três escolas estaduais do Triângulo https://t.co/zfmxI1O2RF https://t.co/hL55xp94Px,2
"Em calamidade financeira, governo de MG compra dois helicópteros https://t.co/uU79OimI4h by #AcordouAcordou via @c0nvey",0
#timbeta #globo Homem é preso com réplica de pistola após roubo em Montes Claros https://t.co/G70i0JI9BD #OperacaoBetaLab #Sigodevolta,2
"Lo peor no es mi estado, sino las 10 personas que le dieron mg https://t.co/1ovFd3xQjm",1
Homem é morto a tiros após deixar presídio em Governador Valadares https://t.co/sRd20WvVdI https://t.co/45KvYchhK9,1
Governo de Minas Gerais compra mais 2 helicópteros após decretar estado de calamidade financeira - The News Brazil https://t.co/ZaGMC9Phlr,0
RT @AnaPaulaVolei: Mais 2 helicópteros!!A cara de pau e a canalhice ainda só ñ são maiores q a calamidade financeira q vive o estado.   htt…,0
"Corpo em estado de decomposição é encontrado em Poços de Caldas, MG https://t.co/YkW9dbW2kt https://t.co/QZUcogyhKe",1
"RT @Vicente_Q_Filho: Custaram R$ 21,8 milhões: Mesmo em calamidade, governo de MG compra mais dois... https://t.co/s4HYllJnZM by #Ary_AntiP…",0
"RT @alexvillacar: Mal los saqueos a comercios, peor los orquestados por el estado. ¿Y los saqueos a las minas, a PEMEX y al erario? ¿Esos n…",1
"bom dia! (@ LFG in Governador Valadares, Minas Gerais) https://t.co/aavDJfJJND",1
@PMMG190 - Traficante preso em Bom Sucesso https://t.co/v5XG2uWgka,2
"tt Superávit comercial da Alemanha sobe a 21,7 bilhões de euros em novembro - Estado de Minas https://t.co/RNoNIvTcC1",1
RT @AnaPaulaVolei: Mais 2 helicópteros!!A cara de pau e a canalhice ainda só ñ são maiores q a calamidade financeira q vive o estado.   htt…,0
"RT @MarcJMor: Alguma dúvida de que esse governo tem que ser afastado  B Brasil cobra de Minas R$ 1,5 bilhão em depósitos judiciais https://…",0
Prefeitura de Juiz de Fora divulga convocação para educação infantil https://t.co/AhT2LSBGPP,2
"RT @oldairt: Rio e Minas Pensei que  estivessem em crise ""Governo de Minas Gerais compra mais dois helicópteros"" -  https://t.co/1HSg2dGCSZ",0
@PMMG190 - Apreensão de drogas no Bairro Minas Gerais https://t.co/Ej5a1zwEfD,2
"Em calamidade financeira, governo de MG compra dois helicópteros https://t.co/7lOT9xwguC",0
Ônibus carregado de drogas é flagrado na MG-353; motorista é preso https://t.co/XEqIryNzzX #OperaçãoBetaLab https://t.co/pddfYh4Nb3,2
Governo em calamidade financeira: BB avisa Justiça que Minas não tem recursos https://t.co/0QQah2ObAh,0
RT @AnaPaulaVolei: Mais 2 helicópteros!!A cara de pau e a canalhice ainda só ñ são maiores q a calamidade financeira q vive o estado.   htt…,0
"Custaram R$ 21,8 milhões: Mesmo em calamidade, governo de MG compra mais dois... https://t.co/6KVGiSv7Dk by #UOLNoticias via @c0nvey",0
Iceberg do tamanho de Bali está prestes a se soltar da Antártica - Estado de Minas https://t.co/Z9lbnvKTHr,1
PSOL vai questionar aumento de vereadores e prefeito de BH na Justiça - Politica - Estado de Minas https://t.co/db4HNWK86m,0
Homem é preso ao agredir segurança de clube em Três Corações (MG) https://t.co/fNMuPRqn9J https://t.co/qlBPSn4MJw,2
"RT @oldairt: Rio e Minas Pensei que  estivessem em crise ""Governo de Minas Gerais compra mais dois helicópteros"" -  https://t.co/1HSg2dGCSZ",0
"RT @secminasant: La seguridad del sector minero es nuestra prioridad, @secminasant y @Corantioquia evaluan el estado actual de las minas en…",1
Ativistas voltam às ruas de BH contra aumento da tarifa de ônibus - Gerais - Estado de Minas https://t.co/YtsnSqACBW,1
"Eles estão rindo de mim, e de quem votou nele! Rindo dos professores, dos médicos, e dos demais servidores que... https://t.co/KTXlR191SU",1
RT @AnaPaulaVolei: Mais 2 helicópteros!!A cara de pau e a canalhice ainda só ñ são maiores q a calamidade financeira q vive o estado.   htt…,0
RT @Silvio_MKT: Pimentel MENTE! O Decreto 44.028/2005 NÃO autoriza o governador a usar aeronaves em momento de lazer.https://t.co/i7lGtHgXM…,0
"RT @exame: Em calamidade financeira, governo de MG compra mais helicópteros > https://t.co/6uyDUO3WTT https://t.co/kEKVqvu0wT",0
RT @AnaPaulaVolei: Mais 2 helicópteros!!A cara de pau e a canalhice ainda só ñ são maiores q a calamidade financeira q vive o estado.   htt…,0
Jovem fica ferido após ser torturado em Governador Valadares https://t.co/g2FUXG9hYI https://t.co/QwJ0hftLZP,1
"UOL: Polêmica com filho de Pimentel: Governo de Minas prevê gasto de R$ 50,8 mi com helicópteros https://t.co/LP15iCTxL6 #timbeta #sdv",0
RT @carlinibh: Motociclista faz manobra perigosa e mata menino de 11 anos - Gerais - Estado de Minas https://t.co/FRBlDbfqVL,1
"Polícia Militar apreende armas e drogas na Região do Barreiro, em Belo Horizonte https://t.co/5jSX7UnNPz https://t.co/kqPw21ekPz",2
"@STF_oficial ningém faz nada? Em calamidade financeira, governo de MG compra dois helicópteros https://t.co/NRaTVPbCxm via @VEJA.com",0
"RT @felipefonte: Com três anos, presídio privado em Minas Gerais não teve rebeliões. E agora, José? https://t.co/zOGi877LRn",2
"RT @MarcJMor: Alguma dúvida de que esse governo tem que ser afastado  B Brasil cobra de Minas R$ 1,5 bilhão em depósitos judiciais https://…",0
RT @Estadao: Pimentel vai buscar filho em festa de réveillon com helicóptero do governo de Minas: https://t.co/cCf56Abvap (via @EstadaoPoli…,0
"I'm at Big Mais in Governador Valadares, Minas Gerais w/ @tue_nunes07 @combatentemg @cleverson0505 @newrandley https://t.co/zvVuKpNmAi",1
Anel e metrô de BH não terão investimentos em 2017 - Politica - Estado de Minas https://t.co/Qx993J2Syu,0
RT @caiozito7: falou que o altetico mg é o maior do estado já sei que tem problema mental,1
"PCC tem estatuto com artigo que proíbe estupradores, homossexuais e pedófilos - Nacional - Estado de Minas https://t.co/It1GLL6OmN",1
"Eu queria ter a autoestima do Aecio. Perdeu em Minas p/ presidente, governador e agora a prefeitura, mas ainda acre… https://t.co/fXwhhKAgre",1
#beta #betalab #mg UOL Confere a crise prisional: Gestão privada de presídio não exime… https://t.co/dj5fy2PIwi… https://t.co/wCmH4Qhxt7,1
"RT @MPCPE: Mesmo em calamidade financeira, Estado de Minas compra mais dois helicópteros https://t.co/cyIYNkbT4I",0
RT @infomoney: Banco do Brasil avisa Justiça que governo de MG não tem recursos em conta judicial https://t.co/xX9wSOLNEv #mercados_IM,0
"RT @rehventura: Eu queria ter a autoestima do Aecio. Perdeu em Minas p/ presidente, governador e agora a prefeitura, mas ainda acredita ter…",1
Governo de Minas cria lei para coibir a depredação de escolas por alunos https://t.co/1Bbe6UcdLx https://t.co/NGLxrRuJkO,1
MG - Governo de Minas Gerais beneficiará 12 mil agricultores familiares - https://t.co/VKKf6I1iGe https://t.co/ZVr2tarGSb,2
Temer desembarca no RS para entrega de ambulâncias - Estado de Minas https://t.co/BoNA38FF2M,1
BB avisa Justiça que governo de MG não tem recursos em conta judicial https://t.co/YatZe8xErV,0
Confiança do consumidor do México recua em dezembro ante novembro - Economia - Estado de Minas https://t.co/ozSiwSoC8z,1
RT @carlinibh: Temer anuncia plano nacional de segurança e novos presídios após massacre em Manaus - Politica - Estado de Minas https://t.c…,1
Preço de material escolar varia até 610% em BH - Economia - Estado de Minas https://t.co/c9YdNNeyWb,1
"RT @RevistaISTOE: Mesmo em ‘calamidade financeira’, governo de Fernando Pimentel em MG compra mais dois helicópteros. https://t.co/vAdSKiBh…",0
"RT @fn7k: Pimentel torrou o dinheiro dos depósitos judiciais, como puderam entregar todo esse dinheiro na mão desse corrupto?? https://t.co…",0
RT @ReginaldoLopes: Governo de Minas nomeia mais 2.500 trabalhadores da Educação https://t.co/YDriRrnzDT #Minas #Educação #Professores,2
Policial de folga impede roubo e detém ladrões em Juiz de Fora https://t.co/aBsHFdw8pv https://t.co/sxLxxKTw3s,2
Minas vai dobrar oferta de trabalho e estudo nos presídios do Estado https://t.co/i6dwpvQ9GO,1
RT @HumbertoReisJr: Governo de Minas Gerais compra mais dois helicópteros https://t.co/xfwbQHaiu9 Falido mas gastando https://t.co/F9yQI9Py…,0
RT @InformeRJO: Governo do RJ faz bloqueio contra febre amarela em municípios na divisa com Minas Gerais https://t.co/3enAPWWpqF https://t.…,2
"RT @sdronsh: I'm at Terminal Rodoviário Governador Israel Pinheiro - @pbhonline in Belo Horizonte, MG https://t.co/easvBV3UDx",1
"RT @UOLNoticias: Custaram R$ 21,8 milhões: Mesmo em calamidade, governo de MG compra mais dois helicópteros https://t.co/ijUc1AmjLZ",0
Mesa Diretora da Câmara leva 'bandeira branca' para melhorar relação com Kalil - Politica - Estado de Minas https://t.co/zXp0aKu6vr,1
"Corpo em estado de decomposição é encontrado em Poços de Caldas, MG https://t.co/qZvwRXWkGf",1
"@diegocabral75 @exame aí em MG, ta td bem? Pimentel cada dia fazendo melhor para o estado né? ainda bem q o doria é prefeito de SP e nao BH",2
"Aécio Neves e Anastácia,quebrou o estado de MG,Fernando Pimentel foi um ótimo prefeito.e esta e será um ótimo governador,sem sigla do PT.",2
Três homens são presos por suspeita de roubo de cargas em Santa Luzia https://t.co/kWWTDR8IJ4,2
RT @governomg: Governador Fernando Pimentel entrega 401 veículos para transporte escolar. https://t.co/oGaa5W9S69 https://t.co/WVs98ilGoY,2
"Em calamidade financeira, governo de MG compra dois helicópteros https://t.co/ZcSFbJu1r3 by #VEJA via @c0nvey",0
Operação contra furto e roubo é realizada em Patos de Minas  https://t.co/xRDSm7wATL,2
@Laurinahloves5h @WorlDms91 aja si y por eso le diste mg a su estado para que te mande preguntas al chat ��� basta no puedo,1
RT @folha_mercado: BB avisa Justiça que governo de MG não tem recursos em conta judicial https://t.co/ag6GTY8EE8,0
"Em calamidade financeira, governo de MG compra mais helicópteros > https://t.co/YT30iwjyy8 https://t.co/CE6JC6ry5L",0
Três homens são detidos após roubo em loja de celulares em Ipatinga  https://t.co/YWm4mxkAlq,2
RT @julianacipriani: Secretário deixa cargo no governo Temer após defender chacinas - Politica - Estado de Minas https://t.co/LWHDQQgXII,1
"Três são presos após furto a loja em shopping de Varginha, MG  https://t.co/7KeLiH6XvG",2
RT @OGloboPolitica: Presídio em Minas adota novo modelo e consegue recuperar 60% dos presos. https://t.co/82tyxIrCW9 https://t.co/1imuf9X85A,2
"RT @Silvio_MKT: Se beber n dirija, se for filho d Fernando Pimentel, governador d Minas, n se preocupe, um helicóptero pago c/ dinheiro púb…",0
"15h05-ATUALIZAÇÃO: CarroXCarro: BR 381, Bom Destino, Sta Luzia. Acidente envolveu 5 carros. 3 víts estado grave. 2 víts ferimentos leves...",1
#timbeta #globo Fernando Pimentel entrega viaturas à PM em Governador Valadares https://t.co/bn1FaBedg8 #OperacaoBetaLab #Sigodevolta,2
"Polícia Militar apreende menor por tráfico de drogas e posse ilegal de arma de fogo, no bairro São Francisco, em... https://t.co/diQOvvlhLL",2
RT @em_com: Profissionais da saúde trabalham sem descanso para vacinar contra #FebreAmarela em Minas https://t.co/iZK7WUrB8w https://t.co/n…,2
@MichelTemer Esses sim precisam de indenizaçao do governo. @GloboNews https://t.co/BZtYad6JTe,1
RT @neymarlizando: vocês vão me desculpar mas não existe estado que transmite paz melhor que a de MG,1
"Em site oficial, Farc negam vínculo com facções brasileiras - Nacional - Estado de Minas https://t.co/FsHRToJETM",1
@PMMG190 - BONFINÓPOLIS - MENOR APREENDIDO POR ROUBO https://t.co/uZbiyjFODJ,2
RT @JBarbosa2014: A FÓRMULA DO FRACASSO: O governo PETISTA de FERNANDO PIMENTEL já está entre os PIORES da história do Estado de Minas Gera…,0
Mais 2 helicópteros!!A cara de pau e a canalhice ainda só ñ são maiores q a... https://t.co/WYnBW8vTaM by #AnaPaulaVolei via @c0nvey,0
Fernando Pimentel entrega viaturas à PM em Governador Valadares https://t.co/S8MJJ5btij,2
Delegada fala sobre o problema da delegacia de trânsito de Governador Valadares https://t.co/nTFffAEmpL https://t.co/SRjtfREJlt,1
"RT @xandao_007: ""Polícia Federal acaba de divulgar que encontrou provas no apartamento do Lula, mas só até a 4ª série."" Jornal Estado de Mi…",1
RT @OGloboPolitica: Presídio em Minas adota novo modelo e consegue recuperar 60% dos presos. https://t.co/82tyxIrCW9 https://t.co/1imuf9X85A,2
Atentado na Turquia deixa dois mortos cinco dias após massacre em Istambul - Estado de Minas https://t.co/MRj7moesgy,1
"RT @Estadao: Em calamidade financeira, MG compra dois helicópteros https://t.co/VzvU4VQumR https://t.co/iXi3fGq5L7",0
Jovem é preso em Patos de Minas suspeito de tráfico e roubo na região https://t.co/EWZXi3JQ2R,2
Ação do Governo de Minas Gerais beneficiará 12 mil agricultores familiares https://t.co/fm1IcKGe8x,2
"Custaram R$ 21,8 milhões: Mesmo em calamidade, governo de MG compra mais dois... https://t.co/274rnzkAd7 by #UOLNoticias via @c0nvey",0
"RT @UOL: Custaram R$ 21,8 milhões: Mesmo em calamidade, governo de MG compra mais dois helicópteros https://t.co/T36jGfw2mT",0
"BB e Estado de MG travam disputa jurídica envolvendo depósitos judiciais ,https://t.co/d6mvt1E9v3,",0
"RT @wareporter: Rithely já recebeu propostas do Palmeiras, Corinthians, Atletico-MG, Inter e Fluminense  Pra ser convocado tem que mudar de…",1
"Mesmo em calamidade financeira, governo de MG compra mais dois helicópteros via @UOLNoticias @UOL  https://t.co/gjpUnTrNrg",0
Dois são detidos ao tentar jogar celulares e drogas em presídio de MG https://t.co/G7HUxQML8b https://t.co/Bxm47NV5MO,2
RT @cyrusxotao: 42- o japão é menor do que o estado de minas gerais. https://t.co/QNLUhWQzIS,1
@PMMG190 - POLÍCIA MILITAR PRENDE E APREENDE AUTORES DE ROUBO https://t.co/EEvpGuFzRm,2
"Trio é preso suspeito de roubo, tráfico e abuso sexual em Uberlândia https://t.co/Ymu5AXinFT",2
"Uno descubre con quien ha estado, cuando deja de estar",1
Operação contra furto e roubo é realizada em Patos de Minas: Ação tem objetivo de repreender crimes em Presidente…… https://t.co/6a6mH49rfz,2
"RT @OSul_noticias: Governador de Minas, que usou helicóptero para buscar seu filho em uma festa, quer comprar mais dois  ... - https://t.co…",0
Campanha de prevenção à febre amarela tem início em Córrego Fundo https://t.co/N0v7xEDrJh #SomosTodosDilma #Raynniere #BuyRaynniereOnItunes,2
"PM apreende armas de fogo, munições e drogas em Juiz de Fora https://t.co/vPgzggU3VU #noticias",2
"RT @ZeGeraldo1436: Banco do Brasil cobra de Minas R$ 1,5 bilhão em depósitos judiciais https://t.co/cg3pJa9A5Z",0
Chamada inicial para designação terá início no dia 18 de janeiro de 2017 https://t.co/T7LQdpjlrV,2
RT @JBarbosa2014: A FÓRMULA DO FRACASSO: O governo PETISTA de FERNANDO PIMENTEL já está entre os PIORES da história do Estado de Minas Gera…,0
Vacinação contra febre amarela é intensificada na zona rural de Araxá: Macaco foi encontrado morto na região da…… https://t.co/iKAbd4wd3w,2
"RT @Crescente_D: Mas que fixação por jatinhos e helicópeteros, não? https://t.co/ciNo0gv6oV",1
RT @nandinhatanaka: Os governadores de MG gostam muito de helicópteros... https://t.co/UDLcMyBmwF,0
"Me ponen un estado de que soy gay y tiene 14 mg , bien ahi loco",1
"RT @Estadao: Em calamidade financeira, MG compra dois helicópteros https://t.co/VzvU4VQumR https://t.co/iXi3fGq5L7",0
#i5gornascimento @i5gornascimento @cristiano Menor é detido com 142 pedras de crack e outras drogas em Ipatinga https://t.co/lB1xwktuTI,2
"RT @VEJA: Em calamidade financeira, governo de MG compra dois helicópteros https://t.co/qafiUipXEv",0
Quatro homens são presos por  tráfico de drogas em Janaúba https://t.co/0UXusfBps9,2
RT @governomg: Governador Fernando Pimentel entrega 401 veículos para transporte escolar. https://t.co/oGaa5W9S69 https://t.co/WVs98ilGoY,2
RT @JBarbosa2014: A FÓRMULA DO FRACASSO: O governo PETISTA de FERNANDO PIMENTEL já está entre os PIORES da história do Estado de Minas Gera…,0
"Trio é preso suspeito de roubo, tráfico e abuso sexual em Uberlândia https://t.co/ckJ4M3JcZ0",2
Mais de um milhão de pessoas punidas por corrupção na China ... - Estado de Minas https://t.co/4V037PlLCw https://t.co/a3yN76eJpX,1
Governo de Minas investiga casos suspeitos de febre amarela e malária no estado https://t.co/fRq6quaKa0,1
Trabalhadores rurais são vacinados contra febre amarela em Araxá https://t.co/ur1XyhP4Ig https://t.co/UbOphiJVzz,2
Prefeito de Aimorés decreta estado de emergência administrativa  https://t.co/xiGBntgLVE,0
O PT quebrou Minas Gerais -Governador autoriza compra dois novos helicópteros https://t.co/nuEMgPSuy0 https://t.co/Z6ENUwZhGn,0
#beta #betalab #mg Caos nos presídios: Temer e Cármen Lúcia se reúnem para debater crise https://t.co/e34RNvtU7v… https://t.co/8xKwPTOv4C,1
UFJF abre 62 vagas para cursos em Governador Valadares https://t.co/l0uVSzGjzw,1
RT @AnaPaulaVolei: Mais 2 helicópteros!!A cara de pau e a canalhice ainda só ñ são maiores q a calamidade financeira q vive o estado.   htt…,0
RT @marlidzdz59: Movimentos campesinos articulam ações contra o governo - Politica - Estado de Minas https://t.co/PHjTy4EZUu,1
RT @JDanieldf: Pedindo para que MG reaja? Reagir contra o governador queridinho dos eleitores mineiros? https://t.co/mMCw5wyyL8,0
"RT @VEJA: Em calamidade financeira, governo de MG compra dois helicópteros https://t.co/qafiUipXEv",0
Prefeitura de Uberlândia decreta estado de calamidade financeira https://t.co/SbeRFasdr7 https://t.co/0u82LnB2cp,0
"New post: ""Dois jovens são presos com drogas, arma e munições em Jaíba"" https://t.co/wXJ84x43jv",2
"""BB e governo de Minas travam disputa sobre depósitos judiciais"" https://t.co/CnMu2A2Qo5",0
Polícia Civil mata 07 “cangaceiros” no Norte de Minas e impede roubo a banco (Mais informações: https://t.co/zrDk8b95DP),2
"@Multi_Anime no puedo decidirme, por eso di MG y RT. Mi infancia sin alguno de los dos hubiera estado incompleta.",1
"New post: ""Três homens são presos por suspeita de roubo de cargas em Santa Luzia"" https://t.co/pUQZTKwgSW",2
"E governo ainda quer indenizar a família dos bandidos? @STF_oficial @MichelTemer #PresoTemQueTrabalhar, https://t.co/5kOzUsGGiK",1
RT @deivaolm: BB avisa Justiça que governo de MG não tem recursos em conta judicial https://t.co/nLxgWiu5Ps by #folha via @c0nvey,0
Presídio em Minas adota novo modelo e consegue recuperar 60% dos presos https://t.co/LT1U9zVXiG,2
"Em Montes Claros, mutirão realiza vacinação contra a febre amarela https://t.co/lBsoINcZDJ",2
"@AL_Kaio_ acho que não 4 de SP, 4 do RJ, 3 de MG, 3 do RS, e 3 do ES! Todos se enfrentavam e o melhor de cada estado passava pras semis",1
"@PMMG190 - Polícia Militar prende autor de tentativa de roubo em Cachoeira do Campo, distrito de Ouro Preto ... https://t.co/yMhZ7tGtqD",2
Vacinação contra febre amarela é intensificada na zona rural de Araxá https://t.co/WYtqx1uzhu https://t.co/cR4FvmoDMK,2
Governo de Minas Gerais reconhece Folias de Reis como Patrimônio Imaterial do Estado - Confira no link:... https://t.co/NzSSbNbbaD,1
BB avisa Justiça que governo de MG não tem recursos em conta judicial https://t.co/cVf6Kj4jFi #domesticNews,0
Si sos de  visitar seguido  mi muro Dale #Mg  A este estado.✅ ✅✅✅✅✅✅✅✅✅✅✅✅✅✅,1
E governo ainda quer indenizar a família dos bandidos? @STF_oficial @MichelTemer #PresoTemQueTrabalhar… https://t.co/CkHgWYN3S0,1
"Polícia Militar apreende armas e drogas na Região do Barreiro, em Belo Horizonte https://t.co/8hM0c2B1iW https://t.co/aLAlWHppnl",2
"Governo de Minas Gerais regulamenta Marco Regulatório das OSCs, saiba mais em: https://t.co/uJUr7ZcQOw https://t.co/JDiIyqb2h8",2
RT @Hugotim1: #timbeta #globo Homem é preso e confessa roubo a farmácia em Montes Claros https://t.co/Zp4I49i9Gg #OperacaoBetaLab #Sigodevo…,2
RT @cyrusxotao: 42- o japão é menor do que o estado de minas gerais. https://t.co/QNLUhWQzIS,1
"RT @pablovillaca: Pimentel, governador de MG (e eleito pelo PT), disse que a lei permite o uso do helicóptero.  Olha, pode até ser, mas a É…",0
RT @carlinibh: 'Jeitinho Kalil': novo prefeito de BH almoça de marmitex e elimina traje formal - Politica - Estado de Minas https://t.co/oG…,2
Governo de MG prevê aterro e estações de lixo para o Centro-Oeste https://t.co/TEo12kS5nI,2
"RT @JulianeMelgaco: I'm at Pompeu in Pompeu, Estado de Minas Gerais https://t.co/YqOJOP9x5X",1
Ação do Governo de Minas beneficiará 12 mil agricultores familiares https://t.co/HWXdRZbbt7,2
"Estado de atenção para escorregamento nas subprefeituras: BT, CL, JA, PR, PJ e MG. (Def. Civil) #spagora (@saopaulo_agora)",1
"RT @prosapolitica: Mesmo em 'calamidade financeira', governo de MG compra mais dois helicópteros https://t.co/JKKYSX8Fgg https://t.co/lhcjG…",0
"Polícia Militar prende rapaz por tráfico de drogas no bairro São Cristóvão, em Mariana-MG https://t.co/vUZ6QEPnlO",2
RT @roneymau: BB avisa Justiça que governo de MG não tem recursos em conta judicial https://t.co/R1R6o24p14 Pilantrel e Zé Afonso deveriam…,0
"Pobre...de pedo que le dieron un mg a su estado de ""te gustaría chaparme?""...",1
Surto de febre amarela provoca corrida por vacinas no interior de Minas - Gerais - Estado de Minas https://t.co/LfDmrYMQat,1
PM monitora casa e prende homem com drogas e arma em Montes Claros https://t.co/cdvJYjxVHX,2
RT @PanichiRaphael: Está ruim para o estado de Minas Gerais? Para o Pimentel e sua Família não! Papai busca eles de helicóptero com o dinhe…,0
"Polêmica com filho de Pimentel: Governo de Minas prevê gasto de R$ 50,8 mi com helicópteros https://t.co/bpBmZOIYHV",0
"RT @VEJA: Em calamidade financeira, governo de MG compra dois helicópteros https://t.co/qafiUipXEv",0
Presídio em Minas adota novo modelo e consegue recuperar 60% dos presos https://t.co/hHKMNNNh0v,2
BB avisa Justiça que governo de MG não tem recursos em conta judicial https://t.co/9bDz8IHa6W by #folha via @c0nvey,0
RT @minsaude: #FebreAmarela Força Nacional do SUS reforça ajuda ao estado de Minas Gerais https://t.co/pS91D6814E,2
Jovem é preso em Patos de Minas suspeito de tráfico e roubo na região https://t.co/ZPMUc7ckHW,2
"RT @alexvillacar: Mal los saqueos a comercios, peor los orquestados por el estado. ¿Y los saqueos a las minas, a PEMEX y al erario? ¿Esos n…",1
RT @filhobbb: Assaltante é baleado por policial após roubo à pizzaria em Uberlândia https://t.co/9JynxvUTMt,2
Secretaria de Educação de Formiga abre novo processo seletivo https://t.co/OwQdfiEJX3 Siga @TeleVansBH https://t.co/2Al1DjIqhL,2
UFJF abre 62 vagas para cursos em Governador Valadares https://t.co/nghRYjbqgD,1
Prevenção contra febre amarela é reforçada na zona rural do Sul de MG https://t.co/JXriYINzvG https://t.co/goXQajlZxj,2
"Após denúncia, PM apreende drogas, munição e armas em Araxá https://t.co/MUHwhBp8Rx",2
"I'm at Pompeu in Pompeu, Estado de Minas Gerais https://t.co/eEPB0k8zla",1
"Vagas para Representante Comercial - Governador Valadares MG - Autônomo, área de atuação todas as Cidades do DDD 33  https://t.co/dFn98k4DHM",1
"RT @joaoleiteBH: Mesmo em 'calamidade financeira', governo de MG compra mais dois helicópteros https://t.co/WALxs8gTwT #radioitatiaia",0
Jovem fica ferido após ser torturado em Governador Valadares https://t.co/8aWMLqVF0f #G1 https://t.co/pGlYqAvbkf,1
RT @AnaPaulaVolei: Mais 2 helicópteros!!A cara de pau e a canalhice ainda só ñ são maiores q a calamidade financeira q vive o estado.   htt…,0
"Minas pode voltar a ter chuvas, apesar do calor intenso https://t.co/lQNFZkPYO3 https://t.co/YT5USnhdVX",1
RT @OGloboPolitica: Presídio em Minas adota novo modelo e consegue recuperar 60% dos presos. https://t.co/82tyxIrCW9 https://t.co/1imuf9X85A,2
RT @Tom_brz: Cavalo emociona ao se despedir de dono em enterro - Nacional - Estado de Minas https://t.co/HmNlkuBNI9,1
"Isso aí, bebê ""não avisaa"" qa hora que vai mamar. E cá entre nós se algum homem olhar uma mulher amamentando e... https://t.co/xtxl1vNeRX",1
#timbeta #globo Betim e Contagem intensificam vacinação contra febre amarela neste sábado https://t.co/MMKc5BCTG4 #OperacaoBetaLab #Sigode…,2
Missio! Mira el mg de tu estado! Jajajaja,1
RT @Ary_AntiPT: Governo de MG põe em sigilo dados sobre voos de Pimentel https://t.co/5Ov5bzUaGx ESCARNIO ZERO,0
"RT @prosapolitica: Mesmo em 'calamidade financeira', governo de MG compra mais dois helicópteros https://t.co/JKKYSX8Fgg https://t.co/lhcjG…",0
UFJF abre 62 vagas para cursos em Governador Valadares https://t.co/xtJY9pmfzo https://t.co/H4fK6CWjOW,1
Rio faz bloqueio contra febre amarela em municípios na divisa com Minas Gerais https://t.co/c9yNa8sqvq,2
"Superávit comercial da Alemanha sobe a 21,7 bilhões de euros em novembro - Estado de Minas https://t.co/CRxl6dvEYw",1
RT @Gisaieira: Vereador preso vai receber salário de R$ 9 mil em Caratinga - Politica - Estado de Minas https://t.co/XNsAkX4bT2,0
"New post: ""Caminhoneiro suspeito de forjar roubo de carga é preso em Araxá"" https://t.co/jnQQFjBQxi",2
"RT @UOLNoticias: Custaram R$ 21,8 milhões: Mesmo em calamidade, governo de MG compra mais dois helicópteros https://t.co/ijUc1AmjLZ",0
"RT @ReginaldoLopes: O Governo de #Minas vai liberar R$ 770.452,56 para obras na #Escola Est. Pedro Lessa, em São Miguel do Anta. Saiba + ht…",2
"RT @Silvio_MKT: Fernando Pimentel PISA e COSPE em cima dos mineiros, é impressionante a cara de pau desse sujeito.https://t.co/MSqSlDMRAr",0
RT @Codevasf: Codevasf e Governo de Minas Gerais discutem retomada do convênio para construção da barragem do Jequitaí https://t.co/2ucHTCY…,2
"RT @UOLNoticias: Custaram R$ 21,8 milhões: Mesmo em calamidade, governo de MG compra mais dois helicópteros https://t.co/ijUc1AmjLZ",0
"RT @MARCUSPITTER: Com três anos, presídio privado em Minas Gerais não teve rebeliões https://t.co/3q8gKwskvD",2
"Em discurso, Michel Temer confude real com cruzeiro ao falar da moeda - Politica - Estado de Minas https://t.co/aCatTBZ8RL",1
RT @AnaPaulaVolei: Mais 2 helicópteros!!A cara de pau e a canalhice ainda só ñ são maiores q a calamidade financeira q vive o estado.   htt…,0
"Homem é preso após transportar drogas em ônibus de turismo, em MG https://t.co/xfbfTVd6Gn #SomosTodosDilma #Raynniere #BuyRaynniereOnItunes",2
"Dois homens são presos suspeitos de tráfico de drogas em Caldas, MG https://t.co/TAXABWLELx https://t.co/6uPjZuebko",2
E governo ainda quer indenizar a família dos bandidos? @STF_oficial @MichelTemer #PresoTemQueTrabalhar;;;;;; https://t.co/0lDPNxSYzv,1
"RT @tue_nunes07: I'm at Lagoa Do Perola in Governador Valadares, Minas Gerais https://t.co/Sr4HaNk5QQ",1
"RT @JornalOGlobo: Com três anos, presídio privado em Minas Gerais não teve rebeliões. https://t.co/GHIgjP21c2 https://t.co/ag3VCTfCbl",2
Prefeitura de Juiz de Fora apresenta ações de prevenção à febre amarela https://t.co/6cV8WL5XlT https://t.co/X40aY1AWtn,2
